# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant
ORF%20TRINITY_DN31392_c0_g1_i2%7Cg.60687%20TRINITY_DN31392_c0_g1_i2%7Cm.60687%20type%3Acomplete%20len%3A330%20(%2B)	TRINITY_DN31392_c0_g1_i2|g.60687	TRINITY_DN31392_c0_g1_i2|m.60687	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN31404_c0_g1_i1%7Cg.60703%20TRINITY_DN31404_c0_g1_i1%7Cm.60703%20type%3A5prime_partial%20len%3A180%20(-)	TRINITY_DN31404_c0_g1_i1|g.60703	TRINITY_DN31404_c0_g1_i1|m.60703	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN31463_c0_g1_i1%7Cg.77030%20TRINITY_DN31463_c0_g1_i1%7Cm.77030%20type%3A5prime_partial%20len%3A201%20(-)	TRINITY_DN31463_c0_g1_i1|g.77030	TRINITY_DN31463_c0_g1_i1|m.77030	protein_coding	0	1	1	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ORF%20TRINITY_DN31496_c0_g1_i1%7Cg.77039%20TRINITY_DN31496_c0_g1_i1%7Cm.77039%20type%3Acomplete%20len%3A357%20(%2B)	TRINITY_DN31496_c0_g1_i1|g.77039	TRINITY_DN31496_c0_g1_i1|m.77039	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN31496_c0_g1_i1%7Cg.77040%20TRINITY_DN31496_c0_g1_i1%7Cm.77040%20type%3Acomplete%20len%3A206%20(-)	TRINITY_DN31496_c0_g1_i1|g.77040	TRINITY_DN31496_c0_g1_i1|m.77040	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN31496_c0_g1_i1%7Cg.77041%20TRINITY_DN31496_c0_g1_i1%7Cm.77041%20type%3Acomplete%20len%3A123%20(%2B)	TRINITY_DN31496_c0_g1_i1|g.77041	TRINITY_DN31496_c0_g1_i1|m.77041	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN31502_c0_g1_i1%7Cg.77005%20TRINITY_DN31502_c0_g1_i1%7Cm.77005%20type%3A5prime_partial%20len%3A419%20(%2B)	TRINITY_DN31502_c0_g1_i1|g.77005	TRINITY_DN31502_c0_g1_i1|m.77005	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN31502_c0_g1_i1%7Cg.77007%20TRINITY_DN31502_c0_g1_i1%7Cm.77007%20type%3Acomplete%20len%3A130%20(-)	TRINITY_DN31502_c0_g1_i1|g.77007	TRINITY_DN31502_c0_g1_i1|m.77007	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN31529_c0_g1_i1%7Cg.87246%20TRINITY_DN31529_c0_g1_i1%7Cm.87246%20type%3A3prime_partial%20len%3A447%20(-)	TRINITY_DN31529_c0_g1_i1|g.87246	TRINITY_DN31529_c0_g1_i1|m.87246	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN31529_c0_g1_i1%7Cg.87247%20TRINITY_DN31529_c0_g1_i1%7Cm.87247%20type%3Acomplete%20len%3A120%20(%2B)	TRINITY_DN31529_c0_g1_i1|g.87247	TRINITY_DN31529_c0_g1_i1|m.87247	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ORF%20TRINITY_DN31535_c1_g1_i3%7Cg.87188%20TRINITY_DN31535_c1_g1_i3%7Cm.87188%20type%3Acomplete%20len%3A142%20(-)	TRINITY_DN31535_c1_g1_i3|g.87188	TRINITY_DN31535_c1_g1_i3|m.87188	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN31554_c0_g2_i1%7Cg.87214%20TRINITY_DN31554_c0_g2_i1%7Cm.87214%20type%3Ainternal%20len%3A191%20(-)	TRINITY_DN31554_c0_g2_i1|g.87214	TRINITY_DN31554_c0_g2_i1|m.87214	protein_coding	0	2	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2
ORF%20TRINITY_DN31616_c0_g1_i1%7Cg.87220%20TRINITY_DN31616_c0_g1_i1%7Cm.87220%20type%3A5prime_partial%20len%3A125%20(-)	TRINITY_DN31616_c0_g1_i1|g.87220	TRINITY_DN31616_c0_g1_i1|m.87220	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN31703_c0_g1_i1%7Cg.3729%20TRINITY_DN31703_c0_g1_i1%7Cm.3729%20type%3A5prime_partial%20len%3A124%20(-)	TRINITY_DN31703_c0_g1_i1|g.3729	TRINITY_DN31703_c0_g1_i1|m.3729	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN31703_c0_g1_i1%7Cg.3730%20TRINITY_DN31703_c0_g1_i1%7Cm.3730%20type%3A5prime_partial%20len%3A117%20(%2B)	TRINITY_DN31703_c0_g1_i1|g.3730	TRINITY_DN31703_c0_g1_i1|m.3730	protein_coding	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN31708_c1_g1_i2%7Cg.3819%20TRINITY_DN31708_c1_g1_i2%7Cm.3819%20type%3Acomplete%20len%3A409%20(-)	TRINITY_DN31708_c1_g1_i2|g.3819	TRINITY_DN31708_c1_g1_i2|m.3819	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN31738_c0_g1_i2%7Cg.70188%20TRINITY_DN31738_c0_g1_i2%7Cm.70188%20type%3A5prime_partial%20len%3A382%20(%2B)	TRINITY_DN31738_c0_g1_i2|g.70188	TRINITY_DN31738_c0_g1_i2|m.70188	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN31738_c0_g1_i2%7Cg.70189%20TRINITY_DN31738_c0_g1_i2%7Cm.70189%20type%3A5prime_partial%20len%3A140%20(-)	TRINITY_DN31738_c0_g1_i2|g.70189	TRINITY_DN31738_c0_g1_i2|m.70189	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORF%20TRINITY_DN31770_c0_g1_i2%7Cg.70298%20TRINITY_DN31770_c0_g1_i2%7Cm.70298%20type%3Acomplete%20len%3A179%20(%2B)	TRINITY_DN31770_c0_g1_i2|g.70298	TRINITY_DN31770_c0_g1_i2|m.70298	protein_coding	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN31820_c0_g1_i1%7Cg.70149%20TRINITY_DN31820_c0_g1_i1%7Cm.70149%20type%3Acomplete%20len%3A149%20(%2B)	TRINITY_DN31820_c0_g1_i1|g.70149	TRINITY_DN31820_c0_g1_i1|m.70149	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN31820_c0_g1_i1%7Cg.70150%20TRINITY_DN31820_c0_g1_i1%7Cm.70150%20type%3Acomplete%20len%3A108%20(%2B)	TRINITY_DN31820_c0_g1_i1|g.70150	TRINITY_DN31820_c0_g1_i1|m.70150	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN31859_c0_g1_i2%7Cg.15956%20TRINITY_DN31859_c0_g1_i2%7Cm.15956%20type%3A5prime_partial%20len%3A155%20(%2B)	TRINITY_DN31859_c0_g1_i2|g.15956	TRINITY_DN31859_c0_g1_i2|m.15956	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN31916_c0_g1_i2%7Cg.16027%20TRINITY_DN31916_c0_g1_i2%7Cm.16027%20type%3A5prime_partial%20len%3A158%20(-)	TRINITY_DN31916_c0_g1_i2|g.16027	TRINITY_DN31916_c0_g1_i2|m.16027	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN31916_c0_g1_i2%7Cg.16028%20TRINITY_DN31916_c0_g1_i2%7Cm.16028%20type%3A5prime_partial%20len%3A110%20(-)	TRINITY_DN31916_c0_g1_i2|g.16028	TRINITY_DN31916_c0_g1_i2|m.16028	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN31916_c0_g1_i2%7Cg.16029%20TRINITY_DN31916_c0_g1_i2%7Cm.16029%20type%3Acomplete%20len%3A107%20(%2B)	TRINITY_DN31916_c0_g1_i2|g.16029	TRINITY_DN31916_c0_g1_i2|m.16029	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ORF%20TRINITY_DN31919_c0_g2_i1%7Cg.15920%20TRINITY_DN31919_c0_g2_i1%7Cm.15920%20type%3Acomplete%20len%3A133%20(-)	TRINITY_DN31919_c0_g2_i1|g.15920	TRINITY_DN31919_c0_g2_i1|m.15920	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN31919_c0_g2_i1%7Cg.15921%20TRINITY_DN31919_c0_g2_i1%7Cm.15921%20type%3A5prime_partial%20len%3A132%20(-)	TRINITY_DN31919_c0_g2_i1|g.15921	TRINITY_DN31919_c0_g2_i1|m.15921	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN31936_c0_g1_i1%7Cg.88093%20TRINITY_DN31936_c0_g1_i1%7Cm.88093%20type%3A5prime_partial%20len%3A139%20(-)	TRINITY_DN31936_c0_g1_i1|g.88093	TRINITY_DN31936_c0_g1_i1|m.88093	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN31957_c0_g1_i3%7Cg.88090%20TRINITY_DN31957_c0_g1_i3%7Cm.88090%20type%3Acomplete%20len%3A166%20(%2B)	TRINITY_DN31957_c0_g1_i3|g.88090	TRINITY_DN31957_c0_g1_i3|m.88090	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32046_c0_g1_i1%7Cg.65876%20TRINITY_DN32046_c0_g1_i1%7Cm.65876%20type%3A5prime_partial%20len%3A292%20(-)	TRINITY_DN32046_c0_g1_i1|g.65876	TRINITY_DN32046_c0_g1_i1|m.65876	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN32048_c1_g2_i1%7Cg.65882%20TRINITY_DN32048_c1_g2_i1%7Cm.65882%20type%3A5prime_partial%20len%3A150%20(-)	TRINITY_DN32048_c1_g2_i1|g.65882	TRINITY_DN32048_c1_g2_i1|m.65882	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN32062_c0_g1_i2%7Cg.65857%20TRINITY_DN32062_c0_g1_i2%7Cm.65857%20type%3A5prime_partial%20len%3A338%20(%2B)	TRINITY_DN32062_c0_g1_i2|g.65857	TRINITY_DN32062_c0_g1_i2|m.65857	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32062_c0_g1_i2%7Cg.65858%20TRINITY_DN32062_c0_g1_i2%7Cm.65858%20type%3A5prime_partial%20len%3A338%20(-)	TRINITY_DN32062_c0_g1_i2|g.65858	TRINITY_DN32062_c0_g1_i2|m.65858	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32081_c0_g1_i2%7Cg.65976%20TRINITY_DN32081_c0_g1_i2%7Cm.65976%20type%3Acomplete%20len%3A192%20(%2B)	TRINITY_DN32081_c0_g1_i2|g.65976	TRINITY_DN32081_c0_g1_i2|m.65976	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32081_c0_g1_i2%7Cg.65977%20TRINITY_DN32081_c0_g1_i2%7Cm.65977%20type%3A3prime_partial%20len%3A135%20(-)	TRINITY_DN32081_c0_g1_i2|g.65977	TRINITY_DN32081_c0_g1_i2|m.65977	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN32083_c0_g1_i1%7Cg.65987%20TRINITY_DN32083_c0_g1_i1%7Cm.65987%20type%3A5prime_partial%20len%3A156%20(%2B)	TRINITY_DN32083_c0_g1_i1|g.65987	TRINITY_DN32083_c0_g1_i1|m.65987	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORF%20TRINITY_DN32083_c0_g1_i1%7Cg.65988%20TRINITY_DN32083_c0_g1_i1%7Cm.65988%20type%3A5prime_partial%20len%3A137%20(-)	TRINITY_DN32083_c0_g1_i1|g.65988	TRINITY_DN32083_c0_g1_i1|m.65988	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32089_c0_g5_i1%7Cg.65933%20TRINITY_DN32089_c0_g5_i1%7Cm.65933%20type%3Acomplete%20len%3A193%20(%2B)	TRINITY_DN32089_c0_g5_i1|g.65933	TRINITY_DN32089_c0_g5_i1|m.65933	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN32154_c0_g2_i1%7Cg.42196%20TRINITY_DN32154_c0_g2_i1%7Cm.42196%20type%3A5prime_partial%20len%3A266%20(-)	TRINITY_DN32154_c0_g2_i1|g.42196	TRINITY_DN32154_c0_g2_i1|m.42196	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN32161_c2_g2_i1%7Cg.42114%20TRINITY_DN32161_c2_g2_i1%7Cm.42114%20type%3Acomplete%20len%3A130%20(-)	TRINITY_DN32161_c2_g2_i1|g.42114	TRINITY_DN32161_c2_g2_i1|m.42114	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32166_c0_g1_i1%7Cg.42112%20TRINITY_DN32166_c0_g1_i1%7Cm.42112%20type%3Acomplete%20len%3A149%20(%2B)	TRINITY_DN32166_c0_g1_i1|g.42112	TRINITY_DN32166_c0_g1_i1|m.42112	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32166_c0_g1_i1%7Cg.42113%20TRINITY_DN32166_c0_g1_i1%7Cm.42113%20type%3Acomplete%20len%3A137%20(-)	TRINITY_DN32166_c0_g1_i1|g.42113	TRINITY_DN32166_c0_g1_i1|m.42113	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32185_c0_g3_i4%7Cg.42276%20TRINITY_DN32185_c0_g3_i4%7Cm.42276%20type%3Acomplete%20len%3A314%20(-)	TRINITY_DN32185_c0_g3_i4|g.42276	TRINITY_DN32185_c0_g3_i4|m.42276	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ORF%20TRINITY_DN32243_c0_g2_i1%7Cg.73874%20TRINITY_DN32243_c0_g2_i1%7Cm.73874%20type%3A5prime_partial%20len%3A253%20(%2B)	TRINITY_DN32243_c0_g2_i1|g.73874	TRINITY_DN32243_c0_g2_i1|m.73874	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN32249_c0_g2_i1%7Cg.73839%20TRINITY_DN32249_c0_g2_i1%7Cm.73839%20type%3A5prime_partial%20len%3A139%20(-)	TRINITY_DN32249_c0_g2_i1|g.73839	TRINITY_DN32249_c0_g2_i1|m.73839	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ORF%20TRINITY_DN32271_c0_g1_i1%7Cg.73994%20TRINITY_DN32271_c0_g1_i1%7Cm.73994%20type%3A5prime_partial%20len%3A160%20(-)	TRINITY_DN32271_c0_g1_i1|g.73994	TRINITY_DN32271_c0_g1_i1|m.73994	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN32286_c0_g1_i1%7Cg.73888%20TRINITY_DN32286_c0_g1_i1%7Cm.73888%20type%3Acomplete%20len%3A381%20(%2B)	TRINITY_DN32286_c0_g1_i1|g.73888	TRINITY_DN32286_c0_g1_i1|m.73888	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32286_c0_g1_i1%7Cg.73890%20TRINITY_DN32286_c0_g1_i1%7Cm.73890%20type%3A5prime_partial%20len%3A158%20(-)	TRINITY_DN32286_c0_g1_i1|g.73890	TRINITY_DN32286_c0_g1_i1|m.73890	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
ORF%20TRINITY_DN32286_c0_g1_i1%7Cg.73891%20TRINITY_DN32286_c0_g1_i1%7Cm.73891%20type%3A3prime_partial%20len%3A149%20(%2B)	TRINITY_DN32286_c0_g1_i1|g.73891	TRINITY_DN32286_c0_g1_i1|m.73891	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
ORF%20TRINITY_DN32286_c0_g1_i1%7Cg.73892%20TRINITY_DN32286_c0_g1_i1%7Cm.73892%20type%3A5prime_partial%20len%3A125%20(-)	TRINITY_DN32286_c0_g1_i1|g.73892	TRINITY_DN32286_c0_g1_i1|m.73892	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ORF%20TRINITY_DN32286_c0_g1_i2%7Cg.73893%20TRINITY_DN32286_c0_g1_i2%7Cm.73893%20type%3Acomplete%20len%3A381%20(%2B)	TRINITY_DN32286_c0_g1_i2|g.73893	TRINITY_DN32286_c0_g1_i2|m.73893	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32286_c0_g1_i2%7Cg.73895%20TRINITY_DN32286_c0_g1_i2%7Cm.73895%20type%3A5prime_partial%20len%3A144%20(-)	TRINITY_DN32286_c0_g1_i2|g.73895	TRINITY_DN32286_c0_g1_i2|m.73895	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2
ORF%20TRINITY_DN32286_c0_g1_i2%7Cg.73896%20TRINITY_DN32286_c0_g1_i2%7Cm.73896%20type%3A3prime_partial%20len%3A135%20(%2B)	TRINITY_DN32286_c0_g1_i2|g.73896	TRINITY_DN32286_c0_g1_i2|m.73896	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2
ORF%20TRINITY_DN32286_c0_g1_i2%7Cg.73897%20TRINITY_DN32286_c0_g1_i2%7Cm.73897%20type%3A5prime_partial%20len%3A111%20(-)	TRINITY_DN32286_c0_g1_i2|g.73897	TRINITY_DN32286_c0_g1_i2|m.73897	protein_coding	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ORF%20TRINITY_DN32292_c0_g1_i1%7Cg.73917%20TRINITY_DN32292_c0_g1_i1%7Cm.73917%20type%3Ainternal%20len%3A219%20(%2B)	TRINITY_DN32292_c0_g1_i1|g.73917	TRINITY_DN32292_c0_g1_i1|m.73917	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN32292_c0_g1_i1%7Cg.73919%20TRINITY_DN32292_c0_g1_i1%7Cm.73919%20type%3Acomplete%20len%3A166%20(-)	TRINITY_DN32292_c0_g1_i1|g.73919	TRINITY_DN32292_c0_g1_i1|m.73919	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32292_c0_g1_i1%7Cg.73920%20TRINITY_DN32292_c0_g1_i1%7Cm.73920%20type%3Acomplete%20len%3A114%20(-)	TRINITY_DN32292_c0_g1_i1|g.73920	TRINITY_DN32292_c0_g1_i1|m.73920	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32309_c0_g3_i3%7Cg.73887%20TRINITY_DN32309_c0_g3_i3%7Cm.73887%20type%3Acomplete%20len%3A131%20(%2B)	TRINITY_DN32309_c0_g3_i3|g.73887	TRINITY_DN32309_c0_g3_i3|m.73887	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN32327_c0_g1_i1%7Cg.73943%20TRINITY_DN32327_c0_g1_i1%7Cm.73943%20type%3Acomplete%20len%3A120%20(%2B)	TRINITY_DN32327_c0_g1_i1|g.73943	TRINITY_DN32327_c0_g1_i1|m.73943	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32340_c0_g1_i2%7Cg.46411%20TRINITY_DN32340_c0_g1_i2%7Cm.46411%20type%3Acomplete%20len%3A245%20(-)	TRINITY_DN32340_c0_g1_i2|g.46411	TRINITY_DN32340_c0_g1_i2|m.46411	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32348_c0_g2_i1%7Cg.46367%20TRINITY_DN32348_c0_g2_i1%7Cm.46367%20type%3Acomplete%20len%3A587%20(-)	TRINITY_DN32348_c0_g2_i1|g.46367	TRINITY_DN32348_c0_g2_i1|m.46367	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN32348_c0_g2_i1%7Cg.46368%20TRINITY_DN32348_c0_g2_i1%7Cm.46368%20type%3Acomplete%20len%3A296%20(%2B)	TRINITY_DN32348_c0_g2_i1|g.46368	TRINITY_DN32348_c0_g2_i1|m.46368	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32354_c1_g1_i1%7Cg.46383%20TRINITY_DN32354_c1_g1_i1%7Cm.46383%20type%3Acomplete%20len%3A377%20(-)	TRINITY_DN32354_c1_g1_i1|g.46383	TRINITY_DN32354_c1_g1_i1|m.46383	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32384_c0_g1_i1%7Cg.46416%20TRINITY_DN32384_c0_g1_i1%7Cm.46416%20type%3Acomplete%20len%3A117%20(-)	TRINITY_DN32384_c0_g1_i1|g.46416	TRINITY_DN32384_c0_g1_i1|m.46416	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN32384_c0_g1_i1%7Cg.46417%20TRINITY_DN32384_c0_g1_i1%7Cm.46417%20type%3A5prime_partial%20len%3A103%20(%2B)	TRINITY_DN32384_c0_g1_i1|g.46417	TRINITY_DN32384_c0_g1_i1|m.46417	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32384_c0_g1_i1%7Cg.46418%20TRINITY_DN32384_c0_g1_i1%7Cm.46418%20type%3A5prime_partial%20len%3A100%20(%2B)	TRINITY_DN32384_c0_g1_i1|g.46418	TRINITY_DN32384_c0_g1_i1|m.46418	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32391_c1_g1_i1%7Cg.46488%20TRINITY_DN32391_c1_g1_i1%7Cm.46488%20type%3Acomplete%20len%3A464%20(%2B)	TRINITY_DN32391_c1_g1_i1|g.46488	TRINITY_DN32391_c1_g1_i1|m.46488	protein_coding	0	3	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3
ORF%20TRINITY_DN32402_c0_g1_i1%7Cg.46348%20TRINITY_DN32402_c0_g1_i1%7Cm.46348%20type%3Acomplete%20len%3A455%20(%2B)	TRINITY_DN32402_c0_g1_i1|g.46348	TRINITY_DN32402_c0_g1_i1|m.46348	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32421_c0_g1_i2%7Cg.46413%20TRINITY_DN32421_c0_g1_i2%7Cm.46413%20type%3Ainternal%20len%3A392%20(%2B)	TRINITY_DN32421_c0_g1_i2|g.46413	TRINITY_DN32421_c0_g1_i2|m.46413	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ORF%20TRINITY_DN32468_c0_g1_i2%7Cg.12473%20TRINITY_DN32468_c0_g1_i2%7Cm.12473%20type%3Acomplete%20len%3A188%20(-)	TRINITY_DN32468_c0_g1_i2|g.12473	TRINITY_DN32468_c0_g1_i2|m.12473	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32468_c0_g1_i2%7Cg.12474%20TRINITY_DN32468_c0_g1_i2%7Cm.12474%20type%3Acomplete%20len%3A139%20(%2B)	TRINITY_DN32468_c0_g1_i2|g.12474	TRINITY_DN32468_c0_g1_i2|m.12474	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN32502_c0_g1_i1%7Cg.12416%20TRINITY_DN32502_c0_g1_i1%7Cm.12416%20type%3Ainternal%20len%3A601%20(%2B)	TRINITY_DN32502_c0_g1_i1|g.12416	TRINITY_DN32502_c0_g1_i1|m.12416	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN32503_c0_g1_i1%7Cg.12502%20TRINITY_DN32503_c0_g1_i1%7Cm.12502%20type%3A5prime_partial%20len%3A121%20(-)	TRINITY_DN32503_c0_g1_i1|g.12502	TRINITY_DN32503_c0_g1_i1|m.12502	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN32503_c0_g6_i1%7Cg.12503%20TRINITY_DN32503_c0_g6_i1%7Cm.12503%20type%3A5prime_partial%20len%3A115%20(-)	TRINITY_DN32503_c0_g6_i1|g.12503	TRINITY_DN32503_c0_g6_i1|m.12503	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN32518_c0_g1_i1%7Cg.12491%20TRINITY_DN32518_c0_g1_i1%7Cm.12491%20type%3A5prime_partial%20len%3A347%20(%2B)	TRINITY_DN32518_c0_g1_i1|g.12491	TRINITY_DN32518_c0_g1_i1|m.12491	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32518_c0_g1_i1%7Cg.12492%20TRINITY_DN32518_c0_g1_i1%7Cm.12492%20type%3A5prime_partial%20len%3A266%20(-)	TRINITY_DN32518_c0_g1_i1|g.12492	TRINITY_DN32518_c0_g1_i1|m.12492	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
