# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant
ORF%20TRINITY_DN39050_c0_g1_i3%7Cg.32225%20TRINITY_DN39050_c0_g1_i3%7Cm.32225%20type%3A5prime_partial%20len%3A217%20(%2B)	TRINITY_DN39050_c0_g1_i3|g.32225	TRINITY_DN39050_c0_g1_i3|m.32225	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39050_c0_g1_i3%7Cg.32226%20TRINITY_DN39050_c0_g1_i3%7Cm.32226%20type%3Acomplete%20len%3A171%20(%2B)	TRINITY_DN39050_c0_g1_i3|g.32226	TRINITY_DN39050_c0_g1_i3|m.32226	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39050_c0_g1_i3%7Cg.32227%20TRINITY_DN39050_c0_g1_i3%7Cm.32227%20type%3Acomplete%20len%3A143%20(-)	TRINITY_DN39050_c0_g1_i3|g.32227	TRINITY_DN39050_c0_g1_i3|m.32227	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39050_c0_g1_i3%7Cg.32230%20TRINITY_DN39050_c0_g1_i3%7Cm.32230%20type%3Acomplete%20len%3A113%20(%2B)	TRINITY_DN39050_c0_g1_i3|g.32230	TRINITY_DN39050_c0_g1_i3|m.32230	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39050_c0_g1_i3%7Cg.32231%20TRINITY_DN39050_c0_g1_i3%7Cm.32231%20type%3Acomplete%20len%3A113%20(-)	TRINITY_DN39050_c0_g1_i3|g.32231	TRINITY_DN39050_c0_g1_i3|m.32231	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39050_c0_g1_i3%7Cg.32232%20TRINITY_DN39050_c0_g1_i3%7Cm.32232%20type%3Acomplete%20len%3A106%20(%2B)	TRINITY_DN39050_c0_g1_i3|g.32232	TRINITY_DN39050_c0_g1_i3|m.32232	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39050_c0_g1_i3%7Cg.32233%20TRINITY_DN39050_c0_g1_i3%7Cm.32233%20type%3Acomplete%20len%3A106%20(-)	TRINITY_DN39050_c0_g1_i3|g.32233	TRINITY_DN39050_c0_g1_i3|m.32233	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39054_c0_g3_i1%7Cg.32494%20TRINITY_DN39054_c0_g3_i1%7Cm.32494%20type%3A5prime_partial%20len%3A152%20(-)	TRINITY_DN39054_c0_g3_i1|g.32494	TRINITY_DN39054_c0_g3_i1|m.32494	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN39123_c4_g18_i2%7Cg.32123%20TRINITY_DN39123_c4_g18_i2%7Cm.32123%20type%3A5prime_partial%20len%3A308%20(%2B)	TRINITY_DN39123_c4_g18_i2|g.32123	TRINITY_DN39123_c4_g18_i2|m.32123	protein_coding	0	5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5
ORF%20TRINITY_DN39123_c4_g18_i2%7Cg.32124%20TRINITY_DN39123_c4_g18_i2%7Cm.32124%20type%3Acomplete%20len%3A153%20(%2B)	TRINITY_DN39123_c4_g18_i2|g.32124	TRINITY_DN39123_c4_g18_i2|m.32124	protein_coding	0	0	5	1	0	0	1	0	0	0	0	5	0	0	0	0	0	0
ORF%20TRINITY_DN39123_c4_g18_i2%7Cg.32125%20TRINITY_DN39123_c4_g18_i2%7Cm.32125%20type%3A3prime_partial%20len%3A128%20(%2B)	TRINITY_DN39123_c4_g18_i2|g.32125	TRINITY_DN39123_c4_g18_i2|m.32125	protein_coding	1	0	4	1	0	0	1	0	0	0	0	4	0	1	0	0	0	0
ORF%20TRINITY_DN39131_c0_g1_i2%7Cg.56167%20TRINITY_DN39131_c0_g1_i2%7Cm.56167%20type%3A5prime_partial%20len%3A911%20(%2B)	TRINITY_DN39131_c0_g1_i2|g.56167	TRINITY_DN39131_c0_g1_i2|m.56167	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN39131_c0_g1_i2%7Cg.56168%20TRINITY_DN39131_c0_g1_i2%7Cm.56168%20type%3Acomplete%20len%3A430%20(-)	TRINITY_DN39131_c0_g1_i2|g.56168	TRINITY_DN39131_c0_g1_i2|m.56168	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN39131_c0_g1_i2%7Cg.56169%20TRINITY_DN39131_c0_g1_i2%7Cm.56169%20type%3Acomplete%20len%3A262%20(-)	TRINITY_DN39131_c0_g1_i2|g.56169	TRINITY_DN39131_c0_g1_i2|m.56169	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39131_c0_g1_i2%7Cg.56170%20TRINITY_DN39131_c0_g1_i2%7Cm.56170%20type%3Acomplete%20len%3A134%20(%2B)	TRINITY_DN39131_c0_g1_i2|g.56170	TRINITY_DN39131_c0_g1_i2|m.56170	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39131_c0_g1_i2%7Cg.56171%20TRINITY_DN39131_c0_g1_i2%7Cm.56171%20type%3Acomplete%20len%3A106%20(%2B)	TRINITY_DN39131_c0_g1_i2|g.56171	TRINITY_DN39131_c0_g1_i2|m.56171	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN39134_c0_g3_i2%7Cg.56308%20TRINITY_DN39134_c0_g3_i2%7Cm.56308%20type%3Acomplete%20len%3A667%20(-)	TRINITY_DN39134_c0_g3_i2|g.56308	TRINITY_DN39134_c0_g3_i2|m.56308	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39134_c0_g3_i2%7Cg.56309%20TRINITY_DN39134_c0_g3_i2%7Cm.56309%20type%3Acomplete%20len%3A533%20(%2B)	TRINITY_DN39134_c0_g3_i2|g.56309	TRINITY_DN39134_c0_g3_i2|m.56309	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39134_c0_g3_i2%7Cg.56311%20TRINITY_DN39134_c0_g3_i2%7Cm.56311%20type%3Acomplete%20len%3A101%20(%2B)	TRINITY_DN39134_c0_g3_i2|g.56311	TRINITY_DN39134_c0_g3_i2|m.56311	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39145_c0_g1_i1%7Cg.55867%20TRINITY_DN39145_c0_g1_i1%7Cm.55867%20type%3Acomplete%20len%3A263%20(-)	TRINITY_DN39145_c0_g1_i1|g.55867	TRINITY_DN39145_c0_g1_i1|m.55867	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39145_c0_g1_i1%7Cg.55869%20TRINITY_DN39145_c0_g1_i1%7Cm.55869%20type%3Acomplete%20len%3A121%20(-)	TRINITY_DN39145_c0_g1_i1|g.55869	TRINITY_DN39145_c0_g1_i1|m.55869	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN39149_c0_g2_i2%7Cg.56116%20TRINITY_DN39149_c0_g2_i2%7Cm.56116%20type%3Acomplete%20len%3A332%20(-)	TRINITY_DN39149_c0_g2_i2|g.56116	TRINITY_DN39149_c0_g2_i2|m.56116	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN39157_c0_g2_i6%7Cg.56096%20TRINITY_DN39157_c0_g2_i6%7Cm.56096%20type%3Acomplete%20len%3A223%20(%2B)	TRINITY_DN39157_c0_g2_i6|g.56096	TRINITY_DN39157_c0_g2_i6|m.56096	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN39157_c0_g2_i6%7Cg.56097%20TRINITY_DN39157_c0_g2_i6%7Cm.56097%20type%3A5prime_partial%20len%3A186%20(%2B)	TRINITY_DN39157_c0_g2_i6|g.56097	TRINITY_DN39157_c0_g2_i6|m.56097	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39157_c0_g2_i6%7Cg.56098%20TRINITY_DN39157_c0_g2_i6%7Cm.56098%20type%3A5prime_partial%20len%3A172%20(-)	TRINITY_DN39157_c0_g2_i6|g.56098	TRINITY_DN39157_c0_g2_i6|m.56098	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39157_c0_g2_i6%7Cg.56099%20TRINITY_DN39157_c0_g2_i6%7Cm.56099%20type%3Acomplete%20len%3A167%20(-)	TRINITY_DN39157_c0_g2_i6|g.56099	TRINITY_DN39157_c0_g2_i6|m.56099	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39157_c0_g2_i6%7Cg.56101%20TRINITY_DN39157_c0_g2_i6%7Cm.56101%20type%3A5prime_partial%20len%3A107%20(-)	TRINITY_DN39157_c0_g2_i6|g.56101	TRINITY_DN39157_c0_g2_i6|m.56101	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39161_c0_g1_i1%7Cg.55767%20TRINITY_DN39161_c0_g1_i1%7Cm.55767%20type%3Acomplete%20len%3A499%20(-)	TRINITY_DN39161_c0_g1_i1|g.55767	TRINITY_DN39161_c0_g1_i1|m.55767	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39161_c0_g1_i1%7Cg.55768%20TRINITY_DN39161_c0_g1_i1%7Cm.55768%20type%3Acomplete%20len%3A365%20(%2B)	TRINITY_DN39161_c0_g1_i1|g.55768	TRINITY_DN39161_c0_g1_i1|m.55768	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39161_c0_g1_i1%7Cg.55769%20TRINITY_DN39161_c0_g1_i1%7Cm.55769%20type%3A5prime_partial%20len%3A287%20(%2B)	TRINITY_DN39161_c0_g1_i1|g.55769	TRINITY_DN39161_c0_g1_i1|m.55769	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN39161_c0_g1_i1%7Cg.55770%20TRINITY_DN39161_c0_g1_i1%7Cm.55770%20type%3A3prime_partial%20len%3A229%20(-)	TRINITY_DN39161_c0_g1_i1|g.55770	TRINITY_DN39161_c0_g1_i1|m.55770	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN39161_c0_g1_i1%7Cg.55771%20TRINITY_DN39161_c0_g1_i1%7Cm.55771%20type%3Acomplete%20len%3A165%20(%2B)	TRINITY_DN39161_c0_g1_i1|g.55771	TRINITY_DN39161_c0_g1_i1|m.55771	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39161_c0_g1_i1%7Cg.55772%20TRINITY_DN39161_c0_g1_i1%7Cm.55772%20type%3Acomplete%20len%3A108%20(-)	TRINITY_DN39161_c0_g1_i1|g.55772	TRINITY_DN39161_c0_g1_i1|m.55772	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39161_c0_g1_i2%7Cg.55774%20TRINITY_DN39161_c0_g1_i2%7Cm.55774%20type%3Acomplete%20len%3A499%20(-)	TRINITY_DN39161_c0_g1_i2|g.55774	TRINITY_DN39161_c0_g1_i2|m.55774	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39161_c0_g1_i2%7Cg.55775%20TRINITY_DN39161_c0_g1_i2%7Cm.55775%20type%3Acomplete%20len%3A365%20(%2B)	TRINITY_DN39161_c0_g1_i2|g.55775	TRINITY_DN39161_c0_g1_i2|m.55775	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39161_c0_g1_i2%7Cg.55776%20TRINITY_DN39161_c0_g1_i2%7Cm.55776%20type%3A5prime_partial%20len%3A212%20(%2B)	TRINITY_DN39161_c0_g1_i2|g.55776	TRINITY_DN39161_c0_g1_i2|m.55776	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN39161_c0_g1_i2%7Cg.55777%20TRINITY_DN39161_c0_g1_i2%7Cm.55777%20type%3Acomplete%20len%3A165%20(%2B)	TRINITY_DN39161_c0_g1_i2|g.55777	TRINITY_DN39161_c0_g1_i2|m.55777	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39161_c0_g1_i2%7Cg.55778%20TRINITY_DN39161_c0_g1_i2%7Cm.55778%20type%3A3prime_partial%20len%3A160%20(-)	TRINITY_DN39161_c0_g1_i2|g.55778	TRINITY_DN39161_c0_g1_i2|m.55778	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN39161_c0_g1_i2%7Cg.55779%20TRINITY_DN39161_c0_g1_i2%7Cm.55779%20type%3Acomplete%20len%3A122%20(%2B)	TRINITY_DN39161_c0_g1_i2|g.55779	TRINITY_DN39161_c0_g1_i2|m.55779	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39161_c0_g1_i2%7Cg.55780%20TRINITY_DN39161_c0_g1_i2%7Cm.55780%20type%3Acomplete%20len%3A108%20(-)	TRINITY_DN39161_c0_g1_i2|g.55780	TRINITY_DN39161_c0_g1_i2|m.55780	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39172_c0_g1_i4%7Cg.55958%20TRINITY_DN39172_c0_g1_i4%7Cm.55958%20type%3Acomplete%20len%3A451%20(%2B)	TRINITY_DN39172_c0_g1_i4|g.55958	TRINITY_DN39172_c0_g1_i4|m.55958	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN39172_c0_g1_i4%7Cg.55960%20TRINITY_DN39172_c0_g1_i4%7Cm.55960%20type%3Acomplete%20len%3A101%20(-)	TRINITY_DN39172_c0_g1_i4|g.55960	TRINITY_DN39172_c0_g1_i4|m.55960	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN39183_c0_g1_i1%7Cg.56124%20TRINITY_DN39183_c0_g1_i1%7Cm.56124%20type%3Acomplete%20len%3A244%20(-)	TRINITY_DN39183_c0_g1_i1|g.56124	TRINITY_DN39183_c0_g1_i1|m.56124	protein_coding	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ORF%20TRINITY_DN39183_c0_g1_i1%7Cg.56125%20TRINITY_DN39183_c0_g1_i1%7Cm.56125%20type%3Acomplete%20len%3A117%20(%2B)	TRINITY_DN39183_c0_g1_i1|g.56125	TRINITY_DN39183_c0_g1_i1|m.56125	protein_coding	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
ORF%20TRINITY_DN39219_c1_g1_i2%7Cg.55992%20TRINITY_DN39219_c1_g1_i2%7Cm.55992%20type%3A5prime_partial%20len%3A374%20(%2B)	TRINITY_DN39219_c1_g1_i2|g.55992	TRINITY_DN39219_c1_g1_i2|m.55992	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39219_c1_g1_i2%7Cg.55993%20TRINITY_DN39219_c1_g1_i2%7Cm.55993%20type%3Acomplete%20len%3A289%20(-)	TRINITY_DN39219_c1_g1_i2|g.55993	TRINITY_DN39219_c1_g1_i2|m.55993	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN39230_c0_g1_i2%7Cg.56839%20TRINITY_DN39230_c0_g1_i2%7Cm.56839%20type%3Acomplete%20len%3A282%20(%2B)	TRINITY_DN39230_c0_g1_i2|g.56839	TRINITY_DN39230_c0_g1_i2|m.56839	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39230_c0_g1_i2%7Cg.56842%20TRINITY_DN39230_c0_g1_i2%7Cm.56842%20type%3Acomplete%20len%3A116%20(-)	TRINITY_DN39230_c0_g1_i2|g.56842	TRINITY_DN39230_c0_g1_i2|m.56842	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39230_c0_g1_i2%7Cg.56843%20TRINITY_DN39230_c0_g1_i2%7Cm.56843%20type%3Acomplete%20len%3A100%20(%2B)	TRINITY_DN39230_c0_g1_i2|g.56843	TRINITY_DN39230_c0_g1_i2|m.56843	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39230_c0_g1_i2%7Cg.56844%20TRINITY_DN39230_c0_g1_i2%7Cm.56844%20type%3Acomplete%20len%3A100%20(%2B)	TRINITY_DN39230_c0_g1_i2|g.56844	TRINITY_DN39230_c0_g1_i2|m.56844	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39231_c0_g1_i5%7Cg.56885%20TRINITY_DN39231_c0_g1_i5%7Cm.56885%20type%3A5prime_partial%20len%3A523%20(%2B)	TRINITY_DN39231_c0_g1_i5|g.56885	TRINITY_DN39231_c0_g1_i5|m.56885	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN39231_c0_g1_i5%7Cg.56886%20TRINITY_DN39231_c0_g1_i5%7Cm.56886%20type%3Acomplete%20len%3A307%20(%2B)	TRINITY_DN39231_c0_g1_i5|g.56886	TRINITY_DN39231_c0_g1_i5|m.56886	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39231_c0_g1_i5%7Cg.56887%20TRINITY_DN39231_c0_g1_i5%7Cm.56887%20type%3Acomplete%20len%3A146%20(%2B)	TRINITY_DN39231_c0_g1_i5|g.56887	TRINITY_DN39231_c0_g1_i5|m.56887	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39240_c0_g2_i2%7Cg.56667%20TRINITY_DN39240_c0_g2_i2%7Cm.56667%20type%3A5prime_partial%20len%3A637%20(-)	TRINITY_DN39240_c0_g2_i2|g.56667	TRINITY_DN39240_c0_g2_i2|m.56667	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN39248_c0_g1_i2%7Cg.56586%20TRINITY_DN39248_c0_g1_i2%7Cm.56586%20type%3Acomplete%20len%3A246%20(-)	TRINITY_DN39248_c0_g1_i2|g.56586	TRINITY_DN39248_c0_g1_i2|m.56586	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN39252_c1_g6_i1%7Cg.56610%20TRINITY_DN39252_c1_g6_i1%7Cm.56610%20type%3A5prime_partial%20len%3A249%20(-)	TRINITY_DN39252_c1_g6_i1|g.56610	TRINITY_DN39252_c1_g6_i1|m.56610	protein_coding	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ORF%20TRINITY_DN39302_c0_g1_i2%7Cg.56505%20TRINITY_DN39302_c0_g1_i2%7Cm.56505%20type%3A5prime_partial%20len%3A308%20(%2B)	TRINITY_DN39302_c0_g1_i2|g.56505	TRINITY_DN39302_c0_g1_i2|m.56505	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39302_c0_g1_i2%7Cg.56506%20TRINITY_DN39302_c0_g1_i2%7Cm.56506%20type%3Acomplete%20len%3A195%20(-)	TRINITY_DN39302_c0_g1_i2|g.56506	TRINITY_DN39302_c0_g1_i2|m.56506	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39302_c0_g1_i2%7Cg.56507%20TRINITY_DN39302_c0_g1_i2%7Cm.56507%20type%3Acomplete%20len%3A112%20(%2B)	TRINITY_DN39302_c0_g1_i2|g.56507	TRINITY_DN39302_c0_g1_i2|m.56507	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN39310_c0_g1_i4%7Cg.56746%20TRINITY_DN39310_c0_g1_i4%7Cm.56746%20type%3Acomplete%20len%3A466%20(-)	TRINITY_DN39310_c0_g1_i4|g.56746	TRINITY_DN39310_c0_g1_i4|m.56746	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN39310_c0_g1_i4%7Cg.56747%20TRINITY_DN39310_c0_g1_i4%7Cm.56747%20type%3Acomplete%20len%3A244%20(%2B)	TRINITY_DN39310_c0_g1_i4|g.56747	TRINITY_DN39310_c0_g1_i4|m.56747	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39315_c0_g1_i1%7Cg.56478%20TRINITY_DN39315_c0_g1_i1%7Cm.56478%20type%3A5prime_partial%20len%3A602%20(%2B)	TRINITY_DN39315_c0_g1_i1|g.56478	TRINITY_DN39315_c0_g1_i1|m.56478	protein_coding	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ORF%20TRINITY_DN39315_c0_g1_i1%7Cg.56479%20TRINITY_DN39315_c0_g1_i1%7Cm.56479%20type%3Acomplete%20len%3A231%20(-)	TRINITY_DN39315_c0_g1_i1|g.56479	TRINITY_DN39315_c0_g1_i1|m.56479	protein_coding	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ORF%20TRINITY_DN39315_c0_g1_i1%7Cg.56480%20TRINITY_DN39315_c0_g1_i1%7Cm.56480%20type%3Acomplete%20len%3A209%20(-)	TRINITY_DN39315_c0_g1_i1|g.56480	TRINITY_DN39315_c0_g1_i1|m.56480	protein_coding	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ORF%20TRINITY_DN39378_c0_g2_i2%7Cg.27385%20TRINITY_DN39378_c0_g2_i2%7Cm.27385%20type%3A5prime_partial%20len%3A163%20(%2B)	TRINITY_DN39378_c0_g2_i2|g.27385	TRINITY_DN39378_c0_g2_i2|m.27385	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39389_c0_g1_i2%7Cg.26656%20TRINITY_DN39389_c0_g1_i2%7Cm.26656%20type%3Acomplete%20len%3A249%20(-)	TRINITY_DN39389_c0_g1_i2|g.26656	TRINITY_DN39389_c0_g1_i2|m.26656	protein_coding	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ORF%20TRINITY_DN39389_c0_g1_i2%7Cg.26657%20TRINITY_DN39389_c0_g1_i2%7Cm.26657%20type%3Acomplete%20len%3A150%20(%2B)	TRINITY_DN39389_c0_g1_i2|g.26657	TRINITY_DN39389_c0_g1_i2|m.26657	protein_coding	2	0	1	1	1	0	0	0	0	0	0	1	0	0	2	0	0	0
ORF%20TRINITY_DN39389_c0_g1_i2%7Cg.26658%20TRINITY_DN39389_c0_g1_i2%7Cm.26658%20type%3A5prime_partial%20len%3A105%20(%2B)	TRINITY_DN39389_c0_g1_i2|g.26658	TRINITY_DN39389_c0_g1_i2|m.26658	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39430_c0_g2_i1%7Cg.29134%20TRINITY_DN39430_c0_g2_i1%7Cm.29134%20type%3Acomplete%20len%3A121%20(-)	TRINITY_DN39430_c0_g2_i1|g.29134	TRINITY_DN39430_c0_g2_i1|m.29134	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN39466_c0_g2_i6%7Cg.29296%20TRINITY_DN39466_c0_g2_i6%7Cm.29296%20type%3A5prime_partial%20len%3A733%20(-)	TRINITY_DN39466_c0_g2_i6|g.29296	TRINITY_DN39466_c0_g2_i6|m.29296	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN39490_c0_g3_i1%7Cg.29253%20TRINITY_DN39490_c0_g3_i1%7Cm.29253%20type%3A5prime_partial%20len%3A330%20(%2B)	TRINITY_DN39490_c0_g3_i1|g.29253	TRINITY_DN39490_c0_g3_i1|m.29253	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39490_c0_g3_i1%7Cg.29254%20TRINITY_DN39490_c0_g3_i1%7Cm.29254%20type%3A3prime_partial%20len%3A318%20(-)	TRINITY_DN39490_c0_g3_i1|g.29254	TRINITY_DN39490_c0_g3_i1|m.29254	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39497_c0_g1_i7%7Cg.29222%20TRINITY_DN39497_c0_g1_i7%7Cm.29222%20type%3Acomplete%20len%3A171%20(-)	TRINITY_DN39497_c0_g1_i7|g.29222	TRINITY_DN39497_c0_g1_i7|m.29222	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN39504_c0_g1_i6%7Cg.29021%20TRINITY_DN39504_c0_g1_i6%7Cm.29021%20type%3Acomplete%20len%3A507%20(-)	TRINITY_DN39504_c0_g1_i6|g.29021	TRINITY_DN39504_c0_g1_i6|m.29021	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN39504_c0_g1_i6%7Cg.29022%20TRINITY_DN39504_c0_g1_i6%7Cm.29022%20type%3A5prime_partial%20len%3A206%20(%2B)	TRINITY_DN39504_c0_g1_i6|g.29022	TRINITY_DN39504_c0_g1_i6|m.29022	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39531_c0_g1_i1%7Cg.78599%20TRINITY_DN39531_c0_g1_i1%7Cm.78599%20type%3A5prime_partial%20len%3A406%20(%2B)	TRINITY_DN39531_c0_g1_i1|g.78599	TRINITY_DN39531_c0_g1_i1|m.78599	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN39531_c0_g1_i1%7Cg.78600%20TRINITY_DN39531_c0_g1_i1%7Cm.78600%20type%3A3prime_partial%20len%3A353%20(%2B)	TRINITY_DN39531_c0_g1_i1|g.78600	TRINITY_DN39531_c0_g1_i1|m.78600	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
